 date          ar1_mean
2002-07-03  1.508826e-03
2002-07-05  3.391815e-04
2002-07-08 -1.561638e-03
2002-07-09  1.963158e-03
2002-07-10  4.259788e-04
2002-07-11  1.322178e-03
2002-07-12  1.483268e-04
2002-07-15  1.383240e-03
2002-07-16  6.768487e-04
2002-07-17  1.034451e-03
2002-07-18  7.997617e-05
2002-07-19  1.280049e-03
2002-07-22  1.779442e-03
2002-07-23  2.196636e-03
2002-07-24  4.213369e-03
2002-07-25 -2.196799e-03
2002-07-26  3.413075e-03
2002-07-29 -1.590890e-03
2002-07-30 -1.784030e-03
2002-07-31  7.506208e-04
2002-08-01  7.274154e-04
2002-08-02  2.389936e-03
2002-08-05  1.740229e-03
2002-08-06  9.906062e-04
2002-08-07 -8.104701e-04
2002-08-08 -5.421581e-04
2002-08-09 -8.277994e-04
2002-08-12  1.243657e-03
2002-08-13  3.581733e-04
2002-08-14  1.732700e-03
2002-08-15 -1.495391e-03
2002-08-16  5.874940e-04
2002-08-19  4.584349e-04
2002-08-20 -8.788395e-04
2002-08-21  1.330946e-03
2002-08-22 -2.852139e-04
2002-08-23 -5.375448e-05
