ds;y;cutoff;y_forecasted
23/03/2021;146.17;01/04/2020;118.80
23/03/2021;146.17;01/05/2020;118.14
23/03/2021;146.17;01/06/2020;121.91
23/03/2021;146.17;01/07/2020;128.45
23/03/2021;146.17;01/08/2020;132.00
23/03/2021;146.17;01/09/2020;132.25
23/03/2021;146.17;01/10/2020;133.82
23/03/2021;146.17;01/11/2020;134.04
23/03/2021;146.17;01/12/2020;128.04
23/03/2021;146.17;01/01/2021;128.49
23/03/2021;146.17;01/02/2021;137.98
23/03/2021;146.17;01/03/2021;140.28
24/03/2021;147.07;01/04/2019;116.99
24/03/2021;147.07;01/05/2019;117.59
24/03/2021;147.07;01/06/2019;115.96
24/03/2021;147.07;01/07/2019;116.34
24/03/2021;147.07;01/08/2019;116.65
24/03/2021;147.07;01/09/2019;113.25
24/03/2021;147.07;01/10/2019;114.14
24/03/2021;147.07;01/11/2019;116.87
24/03/2021;147.07;01/12/2019;120.85
24/03/2021;147.07;01/01/2020;119.58
24/03/2021;147.07;01/02/2020;115.70
24/03/2021;147.07;01/03/2020;117.62
24/03/2021;147.07;01/04/2020;118.66
24/03/2021;147.07;01/05/2020;118.05
24/03/2021;147.07;01/06/2020;121.80
24/03/2021;147.07;01/07/2020;128.12
24/03/2021;147.07;01/08/2020;132.07
24/03/2021;147.07;01/09/2020;132.20
24/03/2021;147.07;01/10/2020;133.81
24/03/2021;147.07;01/11/2020;133.91
24/03/2021;147.07;01/12/2020;127.94
24/03/2021;147.07;01/01/2021;128.17
24/03/2021;147.07;01/02/2021;137.86
24/03/2021;147.07;01/03/2021;139.96
25/03/2021;146.68;01/04/2019;117.03
25/03/2021;146.68;01/05/2019;117.58
25/03/2021;146.68;01/06/2019;115.99
25/03/2021;146.68;01/07/2019;116.32
25/03/2021;146.68;01/08/2019;116.73
25/03/2021;146.68;01/09/2019;113.42
25/03/2021;146.68;01/10/2019;114.05
25/03/2021;146.68;01/11/2019;116.63
25/03/2021;146.68;01/12/2019;120.81
25/03/2021;146.68;01/01/2020;119.90
25/03/2021;146.68;01/02/2020;115.75
25/03/2021;146.68;01/03/2020;117.68
25/03/2021;146.68;01/04/2020;118.54
25/03/2021;146.68;01/05/2020;117.96
25/03/2021;146.68;01/06/2020;121.65
25/03/2021;146.68;01/07/2020;127.75
25/03/2021;146.68;01/08/2020;132.17
25/03/2021;146.68;01/09/2020;132.12
25/03/2021;146.68;01/10/2020;133.80
25/03/2021;146.68;01/11/2020;133.79
25/03/2021;146.68;01/12/2020;127.83
25/03/2021;146.68;01/01/2021;127.87
25/03/2021;146.68;01/02/2021;137.77
25/03/2021;146.68;01/03/2021;139.66
26/03/2021;146.97;01/04/2019;117.12
26/03/2021;146.97;01/05/2019;117.56
26/03/2021;146.97;01/06/2019;116.02
26/03/2021;146.97;01/07/2019;116.29
26/03/2021;146.97;01/08/2019;116.81
26/03/2021;146.97;01/09/2019;113.59
26/03/2021;146.97;01/10/2019;113.97
26/03/2021;146.97;01/11/2019;116.38
26/03/2021;146.97;01/12/2019;120.76
26/03/2021;146.97;01/01/2020;120.20
26/03/2021;146.97;01/02/2020;115.81
26/03/2021;146.97;01/03/2020;117.74
26/03/2021;146.97;01/04/2020;118.41
26/03/2021;146.97;01/05/2020;117.87
26/03/2021;146.97;01/06/2020;121.48
26/03/2021;146.97;01/07/2020;127.37
26/03/2021;146.97;01/08/2020;132.31
26/03/2021;146.97;01/09/2020;132.04
26/03/2021;146.97;01/10/2020;133.80
26/03/2021;146.97;01/11/2020;133.66
26/03/2021;146.97;01/12/2020;127.67
26/03/2021;146.97;01/01/2021;127.60
26/03/2021;146.97;01/02/2021;137.66
26/03/2021;146.97;01/03/2021;139.36
29/03/2021;147.30;01/04/2019;117.26
29/03/2021;147.30;01/05/2019;117.51
29/03/2021;147.30;01/06/2019;116.04
29/03/2021;147.30;01/07/2019;116.27
29/03/2021;147.30;01/08/2019;116.87
29/03/2021;147.30;01/09/2019;113.77
29/03/2021;147.30;01/10/2019;113.90
29/03/2021;147.30;01/11/2019;116.13
29/03/2021;147.30;01/12/2019;120.69
29/03/2021;147.30;01/01/2020;120.50
29/03/2021;147.30;01/02/2020;115.88
29/03/2021;147.30;01/03/2020;117.81
29/03/2021;147.30;01/04/2020;118.29
29/03/2021;147.30;01/05/2020;117.78
29/03/2021;147.30;01/06/2020;121.28
29/03/2021;147.30;01/07/2020;126.97
29/03/2021;147.30;01/08/2020;132.47
29/03/2021;147.30;01/09/2020;131.95
29/03/2021;147.30;01/10/2020;133.80
29/03/2021;147.30;01/11/2020;133.53
29/03/2021;147.30;01/12/2020;127.48
29/03/2021;147.30;01/01/2021;127.36
29/03/2021;147.30;01/02/2021;137.54
29/03/2021;147.30;01/03/2021;139.09
30/03/2021;147.08;01/04/2019;117.46
30/03/2021;147.08;01/05/2019;117.45
30/03/2021;147.08;01/06/2019;116.06
30/03/2021;147.08;01/07/2019;116.24
30/03/2021;147.08;01/08/2019;116.92
30/03/2021;147.08;01/09/2019;113.94
30/03/2021;147.08;01/10/2019;113.84
30/03/2021;147.08;01/11/2019;115.88
30/03/2021;147.08;01/12/2019;120.60
30/03/2021;147.08;01/01/2020;120.78
30/03/2021;147.08;01/02/2020;115.96
30/03/2021;147.08;01/03/2020;117.88
30/03/2021;147.08;01/04/2020;118.17
30/03/2021;147.08;01/05/2020;117.69
30/03/2021;147.08;01/06/2020;121.04
30/03/2021;147.08;01/07/2020;126.56
30/03/2021;147.08;01/08/2020;132.63
30/03/2021;147.08;01/09/2020;131.84
30/03/2021;147.08;01/10/2020;133.79
30/03/2021;147.08;01/11/2020;133.39
30/03/2021;147.08;01/12/2020;127.25
30/03/2021;147.08;01/01/2021;127.15
30/03/2021;147.08;01/02/2021;137.42
30/03/2021;147.08;01/03/2021;138.84
31/03/2021;148.30;01/04/2019;117.73
31/03/2021;148.30;01/05/2019;117.37
31/03/2021;148.30;01/06/2019;116.08
31/03/2021;148.30;01/07/2019;116.21
31/03/2021;148.30;01/08/2019;116.95
31/03/2021;148.30;01/09/2019;114.11
31/03/2021;148.30;01/10/2019;113.79
31/03/2021;148.30;01/11/2019;115.63
31/03/2021;148.30;01/12/2019;120.51
31/03/2021;148.30;01/01/2020;121.05
31/03/2021;148.30;01/02/2020;116.05
31/03/2021;148.30;01/03/2020;117.94
31/03/2021;148.30;01/04/2020;118.05
31/03/2021;148.30;01/05/2020;117.58
31/03/2021;148.30;01/06/2020;120.78
31/03/2021;148.30;01/07/2020;126.14
31/03/2021;148.30;01/08/2020;132.80
31/03/2021;148.30;01/09/2020;131.74
31/03/2021;148.30;01/10/2020;133.78
31/03/2021;148.30;01/11/2020;133.23
31/03/2021;148.30;01/12/2020;126.98
31/03/2021;148.30;01/01/2021;126.98
31/03/2021;148.30;01/02/2021;137.30
31/03/2021;148.30;01/03/2021;138.60
01/04/2021;148.72;01/05/2019;117.27
01/04/2021;148.72;01/06/2019;116.09
01/04/2021;148.72;01/07/2019;116.18
01/04/2021;148.72;01/08/2019;116.97
01/04/2021;148.72;01/09/2019;114.29
01/04/2021;148.72;01/10/2019;113.77
01/04/2021;148.72;01/11/2019;115.39
01/04/2021;148.72;01/12/2019;120.40
01/04/2021;148.72;01/01/2020;121.30
01/04/2021;148.72;01/02/2020;116.17
01/04/2021;148.72;01/03/2020;118.02
01/04/2021;148.72;01/04/2020;117.94
01/04/2021;148.72;01/05/2020;117.49
01/04/2021;148.72;01/06/2020;120.52
01/04/2021;148.72;01/07/2020;125.69
01/04/2021;148.72;01/08/2020;132.95
01/04/2021;148.72;01/09/2020;131.66
01/04/2021;148.72;01/10/2020;133.74
01/04/2021;148.72;01/11/2020;133.11
01/04/2021;148.72;01/12/2020;126.71
01/04/2021;148.72;01/01/2021;126.86
01/04/2021;148.72;01/02/2021;137.14
01/04/2021;148.72;01/03/2021;138.39
02/04/2021;147.85;01/05/2019;117.16
02/04/2021;147.85;01/06/2019;116.10
02/04/2021;147.85;01/07/2019;116.15
02/04/2021;147.85;01/08/2019;116.98
02/04/2021;147.85;01/09/2019;114.45
02/04/2021;147.85;01/10/2019;113.76
02/04/2021;147.85;01/11/2019;115.15
02/04/2021;147.85;01/12/2019;120.29
02/04/2021;147.85;01/01/2020;121.53
02/04/2021;147.85;01/02/2020;116.30
02/04/2021;147.85;01/03/2020;118.10
02/04/2021;147.85;01/04/2020;117.84
02/04/2021;147.85;01/05/2020;117.39
02/04/2021;147.85;01/06/2020;120.26
02/04/2021;147.85;01/07/2020;125.25
02/04/2021;147.85;01/08/2020;133.09
02/04/2021;147.85;01/09/2020;131.61
02/04/2021;147.85;01/10/2020;133.71
02/04/2021;147.85;01/11/2020;133.00
02/04/2021;147.85;01/12/2020;126.44
02/04/2021;147.85;01/01/2021;126.77
02/04/2021;147.85;01/02/2021;136.95
02/04/2021;147.85;01/03/2021;138.19
02/04/2021;147.85;01/04/2021;147.96
05/04/2021;147.85;01/05/2019;117.03
05/04/2021;147.85;01/06/2019;116.12
05/04/2021;147.85;01/07/2019;116.11
05/04/2021;147.85;01/08/2019;116.97
05/04/2021;147.85;01/09/2019;114.61
05/04/2021;147.85;01/10/2019;113.77
05/04/2021;147.85;01/11/2019;114.93
05/04/2021;147.85;01/12/2019;120.16
05/04/2021;147.85;01/01/2020;121.74
05/04/2021;147.85;01/02/2020;116.44
05/04/2021;147.85;01/03/2020;118.17
05/04/2021;147.85;01/04/2020;117.74
05/04/2021;147.85;01/05/2020;117.28
05/04/2021;147.85;01/06/2020;120.01
05/04/2021;147.85;01/07/2020;124.81
05/04/2021;147.85;01/08/2020;133.21
05/04/2021;147.85;01/09/2020;131.57
05/04/2021;147.85;01/10/2020;133.68
05/04/2021;147.85;01/11/2020;132.88
05/04/2021;147.85;01/12/2020;126.19
05/04/2021;147.85;01/01/2021;126.68
05/04/2021;147.85;01/02/2021;136.73
05/04/2021;147.85;01/03/2021;138.02
05/04/2021;147.85;01/04/2021;147.53
06/04/2021;149.90;01/05/2019;116.89
06/04/2021;149.90;01/06/2019;116.13
06/04/2021;149.90;01/07/2019;116.07
06/04/2021;149.90;01/08/2019;116.95
06/04/2021;149.90;01/09/2019;114.76
06/04/2021;149.90;01/10/2019;113.79
06/04/2021;149.90;01/11/2019;114.71
06/04/2021;149.90;01/12/2019;120.03
06/04/2021;149.90;01/01/2020;121.93
06/04/2021;149.90;01/02/2020;116.60
06/04/2021;149.90;01/03/2020;118.24
06/04/2021;149.90;01/04/2020;117.65
06/04/2021;149.90;01/05/2020;117.16
06/04/2021;149.90;01/06/2020;119.76
06/04/2021;149.90;01/07/2020;124.39
06/04/2021;149.90;01/08/2020;133.30
06/04/2021;149.90;01/09/2020;131.54
06/04/2021;149.90;01/10/2020;133.66
06/04/2021;149.90;01/11/2020;132.76
06/04/2021;149.90;01/12/2020;125.95
06/04/2021;149.90;01/01/2021;126.62
06/04/2021;149.90;01/02/2021;136.49
06/04/2021;149.90;01/03/2021;137.87
06/04/2021;149.90;01/04/2021;147.83
07/04/2021;149.47;01/05/2019;116.74
07/04/2021;149.47;01/06/2019;116.15
07/04/2021;149.47;01/07/2019;116.04
07/04/2021;149.47;01/08/2019;116.92
07/04/2021;149.47;01/09/2019;114.90
07/04/2021;149.47;01/10/2019;113.83
07/04/2021;149.47;01/11/2019;114.51
07/04/2021;149.47;01/12/2019;119.89
07/04/2021;149.47;01/01/2020;122.10
07/04/2021;149.47;01/02/2020;116.78
07/04/2021;149.47;01/03/2020;118.29
07/04/2021;149.47;01/04/2020;117.57
07/04/2021;149.47;01/05/2020;117.04
07/04/2021;149.47;01/06/2020;119.52
07/04/2021;149.47;01/07/2020;124.00
07/04/2021;149.47;01/08/2020;133.36
07/04/2021;149.47;01/09/2020;131.51
07/04/2021;149.47;01/10/2020;133.64
07/04/2021;149.47;01/11/2020;132.64
07/04/2021;149.47;01/12/2020;125.74
07/04/2021;149.47;01/01/2021;126.59
07/04/2021;149.47;01/02/2021;136.24
07/04/2021;149.47;01/03/2021;137.74
07/04/2021;149.47;01/04/2021;147.98
08/04/2021;149.93;01/05/2019;116.58
08/04/2021;149.93;01/06/2019;116.17
08/04/2021;149.93;01/07/2019;116.00
08/04/2021;149.93;01/08/2019;116.88
08/04/2021;149.93;01/09/2019;115.03
08/04/2021;149.93;01/10/2019;113.89
08/04/2021;149.93;01/11/2019;114.32
08/04/2021;149.93;01/12/2019;119.75
08/04/2021;149.93;01/01/2020;122.23
08/04/2021;149.93;01/02/2020;116.97
08/04/2021;149.93;01/03/2020;118.36
08/04/2021;149.93;01/04/2020;117.50
08/04/2021;149.93;01/05/2020;116.93
08/04/2021;149.93;01/06/2020;119.28
08/04/2021;149.93;01/07/2020;123.60
08/04/2021;149.93;01/08/2020;133.38
08/04/2021;149.93;01/09/2020;131.47
08/04/2021;149.93;01/10/2020;133.62
08/04/2021;149.93;01/11/2020;132.48
08/04/2021;149.93;01/12/2020;125.53
08/04/2021;149.93;01/01/2021;126.59
08/04/2021;149.93;01/02/2021;136.03
08/04/2021;149.93;01/03/2021;137.62
08/04/2021;149.93;01/04/2021;148.00
09/04/2021;150.04;01/05/2019;116.42
09/04/2021;150.04;01/06/2019;116.20
09/04/2021;150.04;01/07/2019;115.95
09/04/2021;150.04;01/08/2019;116.82
09/04/2021;150.04;01/09/2019;115.15
09/04/2021;150.04;01/10/2019;113.97
09/04/2021;150.04;01/11/2019;114.15
09/04/2021;150.04;01/12/2019;119.60
09/04/2021;150.04;01/01/2020;122.35
09/04/2021;150.04;01/02/2020;117.18
09/04/2021;150.04;01/03/2020;118.42
09/04/2021;150.04;01/04/2020;117.43
09/04/2021;150.04;01/05/2020;116.81
09/04/2021;150.04;01/06/2020;119.02
09/04/2021;150.04;01/07/2020;123.21
09/04/2021;150.04;01/08/2020;133.36
09/04/2021;150.04;01/09/2020;131.42
09/04/2021;150.04;01/10/2020;133.59
09/04/2021;150.04;01/11/2020;132.34
09/04/2021;150.04;01/12/2020;125.34
09/04/2021;150.04;01/01/2021;126.60
09/04/2021;150.04;01/02/2021;135.82
09/04/2021;150.04;01/03/2021;137.53
09/04/2021;150.04;01/04/2021;147.91
12/04/2021;150.96;01/05/2019;116.25
12/04/2021;150.96;01/06/2019;116.24
12/04/2021;150.96;01/07/2019;115.91
12/04/2021;150.96;01/08/2019;116.75
12/04/2021;150.96;01/09/2019;115.25
12/04/2021;150.96;01/10/2019;114.07
12/04/2021;150.96;01/11/2019;113.99
12/04/2021;150.96;01/12/2019;119.45
12/04/2021;150.96;01/01/2020;122.43
12/04/2021;150.96;01/02/2020;117.40
12/04/2021;150.96;01/03/2020;118.48
12/04/2021;150.96;01/04/2020;117.38
12/04/2021;150.96;01/05/2020;116.69
12/04/2021;150.96;01/06/2020;118.77
12/04/2021;150.96;01/07/2020;122.83
12/04/2021;150.96;01/08/2020;133.30
12/04/2021;150.96;01/09/2020;131.38
12/04/2021;150.96;01/10/2020;133.55
12/04/2021;150.96;01/11/2020;132.21
12/04/2021;150.96;01/12/2020;125.17
12/04/2021;150.96;01/01/2021;126.64
12/04/2021;150.96;01/02/2021;135.61
12/04/2021;150.96;01/03/2021;137.44
12/04/2021;150.96;01/04/2021;147.73
13/04/2021;151.94;01/05/2019;116.09
13/04/2021;151.94;01/06/2019;116.29
13/04/2021;151.94;01/07/2019;115.87
13/04/2021;151.94;01/08/2019;116.67
13/04/2021;151.94;01/09/2019;115.34
13/04/2021;151.94;01/10/2019;114.18
13/04/2021;151.94;01/11/2019;113.86
13/04/2021;151.94;01/12/2019;119.30
13/04/2021;151.94;01/01/2020;122.49
13/04/2021;151.94;01/02/2020;117.64
13/04/2021;151.94;01/03/2020;118.53
13/04/2021;151.94;01/04/2020;117.33
13/04/2021;151.94;01/05/2020;116.56
13/04/2021;151.94;01/06/2020;118.53
13/04/2021;151.94;01/07/2020;122.45
13/04/2021;151.94;01/08/2020;133.21
13/04/2021;151.94;01/09/2020;131.36
13/04/2021;151.94;01/10/2020;133.50
13/04/2021;151.94;01/11/2020;132.10
13/04/2021;151.94;01/12/2020;125.02
13/04/2021;151.94;01/01/2021;126.67
13/04/2021;151.94;01/02/2021;135.39
13/04/2021;151.94;01/03/2021;137.37
13/04/2021;151.94;01/04/2021;147.49
14/04/2021;151.94;01/05/2019;115.92
14/04/2021;151.94;01/06/2019;116.34
14/04/2021;151.94;01/07/2019;115.82
14/04/2021;151.94;01/08/2019;116.59
14/04/2021;151.94;01/09/2019;115.42
14/04/2021;151.94;01/10/2019;114.31
14/04/2021;151.94;01/11/2019;113.74
14/04/2021;151.94;01/12/2019;119.15
14/04/2021;151.94;01/01/2020;122.53
14/04/2021;151.94;01/02/2020;117.89
14/04/2021;151.94;01/03/2020;118.57
14/04/2021;151.94;01/04/2020;117.28
14/04/2021;151.94;01/05/2020;116.43
14/04/2021;151.94;01/06/2020;118.31
14/04/2021;151.94;01/07/2020;122.09
14/04/2021;151.94;01/08/2020;133.08
14/04/2021;151.94;01/09/2020;131.36
14/04/2021;151.94;01/10/2020;133.44
14/04/2021;151.94;01/11/2020;132.02
14/04/2021;151.94;01/12/2020;124.89
14/04/2021;151.94;01/01/2021;126.71
14/04/2021;151.94;01/02/2021;135.15
14/04/2021;151.94;01/03/2021;137.31
14/04/2021;151.94;01/04/2021;147.19
15/04/2021;150.88;01/05/2019;115.77
15/04/2021;150.88;01/06/2019;116.40
15/04/2021;150.88;01/07/2019;115.78
15/04/2021;150.88;01/08/2019;116.49
15/04/2021;150.88;01/09/2019;115.49
15/04/2021;150.88;01/10/2019;114.45
15/04/2021;150.88;01/11/2019;113.64
15/04/2021;150.88;01/12/2019;119.00
15/04/2021;150.88;01/01/2020;122.54
15/04/2021;150.88;01/02/2020;118.14
15/04/2021;150.88;01/03/2020;118.62
15/04/2021;150.88;01/04/2020;117.25
15/04/2021;150.88;01/05/2020;116.31
15/04/2021;150.88;01/06/2020;118.10
15/04/2021;150.88;01/07/2020;121.77
15/04/2021;150.88;01/08/2020;132.91
15/04/2021;150.88;01/09/2020;131.34
15/04/2021;150.88;01/10/2020;133.38
15/04/2021;150.88;01/11/2020;131.95
15/04/2021;150.88;01/12/2020;124.78
15/04/2021;150.88;01/01/2021;126.75
15/04/2021;150.88;01/02/2021;134.89
15/04/2021;150.88;01/03/2021;137.26
15/04/2021;150.88;01/04/2021;146.86
16/04/2021;151.24;01/05/2019;115.63
16/04/2021;151.24;01/06/2019;116.46
16/04/2021;151.24;01/07/2019;115.74
16/04/2021;151.24;01/08/2019;116.39
16/04/2021;151.24;01/09/2019;115.55
16/04/2021;151.24;01/10/2019;114.61
16/04/2021;151.24;01/11/2019;113.57
16/04/2021;151.24;01/12/2019;118.85
16/04/2021;151.24;01/01/2020;122.52
16/04/2021;151.24;01/02/2020;118.41
16/04/2021;151.24;01/03/2020;118.66
16/04/2021;151.24;01/04/2020;117.22
16/04/2021;151.24;01/05/2020;116.19
16/04/2021;151.24;01/06/2020;117.89
16/04/2021;151.24;01/07/2020;121.47
16/04/2021;151.24;01/08/2020;132.70
16/04/2021;151.24;01/09/2020;131.30
16/04/2021;151.24;01/10/2020;133.33
16/04/2021;151.24;01/11/2020;131.90
16/04/2021;151.24;01/12/2020;124.68
16/04/2021;151.24;01/01/2021;126.79
16/04/2021;151.24;01/02/2021;134.63
16/04/2021;151.24;01/03/2021;137.24
16/04/2021;151.24;01/04/2021;146.51
19/04/2021;151.77;01/05/2019;115.50
19/04/2021;151.77;01/06/2019;116.52
19/04/2021;151.77;01/07/2019;115.69
19/04/2021;151.77;01/08/2019;116.28
19/04/2021;151.77;01/09/2019;115.59
19/04/2021;151.77;01/10/2019;114.78
19/04/2021;151.77;01/11/2019;113.51
19/04/2021;151.77;01/12/2019;118.71
19/04/2021;151.77;01/01/2020;122.48
19/04/2021;151.77;01/02/2020;118.68
19/04/2021;151.77;01/03/2020;118.71
19/04/2021;151.77;01/04/2020;117.19
19/04/2021;151.77;01/05/2020;116.08
19/04/2021;151.77;01/06/2020;117.69
19/04/2021;151.77;01/07/2020;121.21
19/04/2021;151.77;01/08/2020;132.46
19/04/2021;151.77;01/09/2020;131.24
19/04/2021;151.77;01/10/2020;133.27
19/04/2021;151.77;01/11/2020;131.87
19/04/2021;151.77;01/12/2020;124.58
19/04/2021;151.77;01/01/2021;126.83
19/04/2021;151.77;01/02/2021;134.36
19/04/2021;151.77;01/03/2021;137.20
19/04/2021;151.77;01/04/2021;146.14
20/04/2021;151.14;01/05/2019;115.39
20/04/2021;151.14;01/06/2019;116.59
20/04/2021;151.14;01/07/2019;115.65
20/04/2021;151.14;01/08/2019;116.17
20/04/2021;151.14;01/09/2019;115.62
20/04/2021;151.14;01/10/2019;114.95
20/04/2021;151.14;01/11/2019;113.47
20/04/2021;151.14;01/12/2019;118.57
20/04/2021;151.14;01/01/2020;122.42
20/04/2021;151.14;01/02/2020;118.96
20/04/2021;151.14;01/03/2020;118.75
20/04/2021;151.14;01/04/2020;117.17
20/04/2021;151.14;01/05/2020;115.96
20/04/2021;151.14;01/06/2020;117.47
20/04/2021;151.14;01/07/2020;120.98
20/04/2021;151.14;01/08/2020;132.18
20/04/2021;151.14;01/09/2020;131.16
20/04/2021;151.14;01/10/2020;133.21
20/04/2021;151.14;01/11/2020;131.86
20/04/2021;151.14;01/12/2020;124.50
20/04/2021;151.14;01/01/2021;126.85
20/04/2021;151.14;01/02/2021;134.08
20/04/2021;151.14;01/03/2021;137.15
20/04/2021;151.14;01/04/2021;145.78
21/04/2021;151.14;01/05/2019;115.31
21/04/2021;151.14;01/06/2019;116.67
21/04/2021;151.14;01/07/2019;115.60
21/04/2021;151.14;01/08/2019;116.06
21/04/2021;151.14;01/09/2019;115.65
21/04/2021;151.14;01/10/2019;115.14
21/04/2021;151.14;01/11/2019;113.45
21/04/2021;151.14;01/12/2019;118.44
21/04/2021;151.14;01/01/2020;122.34
21/04/2021;151.14;01/02/2020;119.25
21/04/2021;151.14;01/03/2020;118.78
21/04/2021;151.14;01/04/2020;117.15
21/04/2021;151.14;01/05/2020;115.85
21/04/2021;151.14;01/06/2020;117.27
21/04/2021;151.14;01/07/2020;120.80
21/04/2021;151.14;01/08/2020;131.85
21/04/2021;151.14;01/09/2020;131.10
21/04/2021;151.14;01/10/2020;133.15
21/04/2021;151.14;01/11/2020;131.86
21/04/2021;151.14;01/12/2020;124.42
21/04/2021;151.14;01/01/2021;126.87
21/04/2021;151.14;01/02/2021;133.80
21/04/2021;151.14;01/03/2021;137.08
21/04/2021;151.14;01/04/2021;145.42
22/04/2021;152.17;01/05/2019;115.27
22/04/2021;152.17;01/06/2019;116.75
22/04/2021;152.17;01/07/2019;115.57
22/04/2021;152.17;01/08/2019;115.95
22/04/2021;152.17;01/09/2019;115.66
22/04/2021;152.17;01/10/2019;115.33
22/04/2021;152.17;01/11/2019;113.45
22/04/2021;152.17;01/12/2019;118.32
22/04/2021;152.17;01/01/2020;122.24
22/04/2021;152.17;01/02/2020;119.53
22/04/2021;152.17;01/03/2020;118.83
22/04/2021;152.17;01/04/2020;117.14
22/04/2021;152.17;01/05/2020;115.76
22/04/2021;152.17;01/06/2020;117.07
22/04/2021;152.17;01/07/2020;120.65
22/04/2021;152.17;01/08/2020;131.49
22/04/2021;152.17;01/09/2020;131.06
22/04/2021;152.17;01/10/2020;133.08
22/04/2021;152.17;01/11/2020;131.86
22/04/2021;152.17;01/12/2020;124.36
22/04/2021;152.17;01/01/2021;126.89
22/04/2021;152.17;01/02/2021;133.54
22/04/2021;152.17;01/03/2021;137.01
22/04/2021;152.17;01/04/2021;145.08
23/04/2021;151.89;01/05/2019;115.26
23/04/2021;151.89;01/06/2019;116.84
23/04/2021;151.89;01/07/2019;115.53
23/04/2021;151.89;01/08/2019;115.83
23/04/2021;151.89;01/09/2019;115.67
23/04/2021;151.89;01/10/2019;115.53
23/04/2021;151.89;01/11/2019;113.47
23/04/2021;151.89;01/12/2019;118.20
23/04/2021;151.89;01/01/2020;122.12
23/04/2021;151.89;01/02/2020;119.81
23/04/2021;151.89;01/03/2020;118.88
23/04/2021;151.89;01/04/2020;117.13
23/04/2021;151.89;01/05/2020;115.67
23/04/2021;151.89;01/06/2020;116.87
23/04/2021;151.89;01/07/2020;120.54
23/04/2021;151.89;01/08/2020;131.09
23/04/2021;151.89;01/09/2020;131.06
23/04/2021;151.89;01/10/2020;133.00
23/04/2021;151.89;01/11/2020;131.87
23/04/2021;151.89;01/12/2020;124.31
23/04/2021;151.89;01/01/2021;126.89
23/04/2021;151.89;01/02/2021;133.30
23/04/2021;151.89;01/03/2021;136.94
23/04/2021;151.89;01/04/2021;144.76
26/04/2021;151.89;01/05/2019;115.29
26/04/2021;151.89;01/06/2019;116.94
26/04/2021;151.89;01/07/2019;115.49
26/04/2021;151.89;01/08/2019;115.72
26/04/2021;151.89;01/09/2019;115.67
26/04/2021;151.89;01/10/2019;115.73
26/04/2021;151.89;01/11/2019;113.50
26/04/2021;151.89;01/12/2019;118.09
26/04/2021;151.89;01/01/2020;121.98
26/04/2021;151.89;01/02/2020;120.09
26/04/2021;151.89;01/03/2020;118.93
26/04/2021;151.89;01/04/2020;117.12
26/04/2021;151.89;01/05/2020;115.60
26/04/2021;151.89;01/06/2020;116.69
26/04/2021;151.89;01/07/2020;120.46
26/04/2021;151.89;01/08/2020;130.67
26/04/2021;151.89;01/09/2020;131.09
26/04/2021;151.89;01/10/2020;132.92
26/04/2021;151.89;01/11/2020;131.86
26/04/2021;151.89;01/12/2020;124.28
26/04/2021;151.89;01/01/2021;126.88
26/04/2021;151.89;01/02/2021;133.08
26/04/2021;151.89;01/03/2021;136.86
26/04/2021;151.89;01/04/2021;144.47
27/04/2021;153.46;01/05/2019;115.38
27/04/2021;153.46;01/06/2019;117.04
27/04/2021;153.46;01/07/2019;115.45
27/04/2021;153.46;01/08/2019;115.61
27/04/2021;153.46;01/09/2019;115.67
27/04/2021;153.46;01/10/2019;115.93
27/04/2021;153.46;01/11/2019;113.55
27/04/2021;153.46;01/12/2019;118.00
27/04/2021;153.46;01/01/2020;121.84
27/04/2021;153.46;01/02/2020;120.36
27/04/2021;153.46;01/03/2020;118.98
27/04/2021;153.46;01/04/2020;117.11
27/04/2021;153.46;01/05/2020;115.53
27/04/2021;153.46;01/06/2020;116.51
27/04/2021;153.46;01/07/2020;120.37
27/04/2021;153.46;01/08/2020;130.21
27/04/2021;153.46;01/09/2020;131.14
27/04/2021;153.46;01/10/2020;132.83
27/04/2021;153.46;01/11/2020;131.85
27/04/2021;153.46;01/12/2020;124.26
27/04/2021;153.46;01/01/2021;126.84
27/04/2021;153.46;01/02/2021;132.89
27/04/2021;153.46;01/03/2021;136.78
27/04/2021;153.46;01/04/2021;144.20
28/04/2021;153.46;01/05/2019;115.52
28/04/2021;153.46;01/06/2019;117.15
28/04/2021;153.46;01/07/2019;115.41
28/04/2021;153.46;01/08/2019;115.51
28/04/2021;153.46;01/09/2019;115.66
28/04/2021;153.46;01/10/2019;116.12
28/04/2021;153.46;01/11/2019;113.61
28/04/2021;153.46;01/12/2019;117.91
28/04/2021;153.46;01/01/2020;121.69
28/04/2021;153.46;01/02/2020;120.63
28/04/2021;153.46;01/03/2020;119.04
28/04/2021;153.46;01/04/2020;117.10
28/04/2021;153.46;01/05/2020;115.48
28/04/2021;153.46;01/06/2020;116.34
28/04/2021;153.46;01/07/2020;120.27
28/04/2021;153.46;01/08/2020;129.74
28/04/2021;153.46;01/09/2020;131.20
28/04/2021;153.46;01/10/2020;132.72
28/04/2021;153.46;01/11/2020;131.84
28/04/2021;153.46;01/12/2020;124.26
28/04/2021;153.46;01/01/2021;126.79
28/04/2021;153.46;01/02/2021;132.71
28/04/2021;153.46;01/03/2021;136.69
28/04/2021;153.46;01/04/2021;143.97
