ds;y;cutoff;y_forecasted
02/01/2019;119.53;01/01/2019;119.39
03/01/2019;119.62;01/01/2019;119.02
04/01/2019;119.70;01/01/2019;118.97
07/01/2019;119.85;01/01/2019;118.91
08/01/2019;119.65;01/01/2019;118.84
09/01/2019;119.32;01/01/2019;118.76
10/01/2019;119.15;01/01/2019;118.68
11/01/2019;119.38;01/01/2019;118.59
14/01/2019;119.34;01/01/2019;118.51
15/01/2019;119.29;01/01/2019;118.42
16/01/2019;119.53;01/01/2019;118.33
17/01/2019;119.54;01/01/2019;118.24
18/01/2019;119.54;01/01/2019;118.15
21/01/2019;119.74;01/01/2019;118.06
22/01/2019;119.99;01/01/2019;117.97
23/01/2019;120.16;01/01/2019;117.89
24/01/2019;120.21;01/01/2019;117.81
25/01/2019;120.02;01/01/2019;117.74
28/01/2019;120.48;01/01/2019;117.66
29/01/2019;120.35;01/01/2019;117.60
30/01/2019;120.13;01/01/2019;117.54
31/01/2019;120.48;01/01/2019;117.48
01/02/2019;120.40;01/01/2019;117.43
04/02/2019;120.23;01/01/2019;117.38
04/02/2019;120.23;01/02/2019;120.26
05/02/2019;120.39;01/01/2019;117.34
05/02/2019;120.39;01/02/2019;120.17
06/02/2019;120.47;01/01/2019;117.31
06/02/2019;120.47;01/02/2019;120.12
07/02/2019;120.55;01/01/2019;117.28
07/02/2019;120.55;01/02/2019;120.08
08/02/2019;120.43;01/01/2019;117.26
08/02/2019;120.43;01/02/2019;120.04
11/02/2019;120.44;01/01/2019;117.24
11/02/2019;120.44;01/02/2019;120.01
12/02/2019;120.63;01/01/2019;117.23
12/02/2019;120.63;01/02/2019;119.99
13/02/2019;120.84;01/01/2019;117.22
13/02/2019;120.84;01/02/2019;119.97
14/02/2019;120.84;01/01/2019;117.22
14/02/2019;120.84;01/02/2019;119.96
15/02/2019;120.72;01/01/2019;117.23
15/02/2019;120.72;01/02/2019;119.95
18/02/2019;120.89;01/01/2019;117.22
18/02/2019;120.89;01/02/2019;119.94
19/02/2019;120.83;01/01/2019;117.23
19/02/2019;120.83;01/02/2019;119.94
20/02/2019;120.79;01/01/2019;117.24
20/02/2019;120.79;01/02/2019;119.93
21/02/2019;120.79;01/01/2019;117.27
21/02/2019;120.79;01/02/2019;119.93
22/02/2019;120.88;01/01/2019;117.31
22/02/2019;120.88;01/02/2019;119.93
25/02/2019;121.13;01/01/2019;117.36
25/02/2019;121.13;01/02/2019;119.92
26/02/2019;121.28;01/01/2019;117.41
26/02/2019;121.28;01/02/2019;119.92
27/02/2019;121.21;01/01/2019;117.48
27/02/2019;121.21;01/02/2019;119.91
28/02/2019;121.21;01/01/2019;117.54
28/02/2019;121.21;01/02/2019;119.90
01/03/2019;121.23;01/01/2019;117.61
01/03/2019;121.23;01/02/2019;119.89
04/03/2019;121.23;01/01/2019;117.67
04/03/2019;121.23;01/02/2019;119.88
04/03/2019;121.23;01/03/2019;121.18
05/03/2019;121.11;01/01/2019;117.73
05/03/2019;121.11;01/02/2019;119.87
05/03/2019;121.11;01/03/2019;121.08
06/03/2019;121.25;01/01/2019;117.77
06/03/2019;121.25;01/02/2019;119.85
06/03/2019;121.25;01/03/2019;121.08
07/03/2019;121.16;01/01/2019;117.84
07/03/2019;121.16;01/02/2019;119.84
07/03/2019;121.16;01/03/2019;121.08
08/03/2019;121.12;01/01/2019;117.90
08/03/2019;121.12;01/02/2019;119.82
08/03/2019;121.12;01/03/2019;121.08
11/03/2019;120.71;01/01/2019;117.95
11/03/2019;120.71;01/02/2019;119.79
11/03/2019;120.71;01/03/2019;121.07
12/03/2019;120.67;01/01/2019;118.00
12/03/2019;120.67;01/02/2019;119.77
12/03/2019;120.67;01/03/2019;121.07
13/03/2019;120.26;01/01/2019;118.04
13/03/2019;120.26;01/02/2019;119.75
13/03/2019;120.26;01/03/2019;121.06
14/03/2019;120.08;01/01/2019;118.06
14/03/2019;120.08;01/02/2019;119.72
14/03/2019;120.08;01/03/2019;121.04
15/03/2019;120.17;01/01/2019;118.08
15/03/2019;120.17;01/02/2019;119.69
15/03/2019;120.17;01/03/2019;121.03
18/03/2019;120.17;01/01/2019;118.09
18/03/2019;120.17;01/02/2019;119.66
18/03/2019;120.17;01/03/2019;121.01
19/03/2019;118.16;01/01/2019;118.12
19/03/2019;118.16;01/02/2019;119.63
19/03/2019;118.16;01/03/2019;121.00
20/03/2019;117.90;01/01/2019;118.15
20/03/2019;117.90;01/02/2019;119.60
20/03/2019;117.90;01/03/2019;120.98
21/03/2019;117.93;01/01/2019;118.19
21/03/2019;117.93;01/02/2019;119.57
21/03/2019;117.93;01/03/2019;120.96
22/03/2019;118.27;01/01/2019;118.23
22/03/2019;118.27;01/02/2019;119.54
22/03/2019;118.27;01/03/2019;120.94
25/03/2019;118.64;01/01/2019;118.28
25/03/2019;118.64;01/02/2019;119.51
25/03/2019;118.64;01/03/2019;120.92
26/03/2019;118.56;01/01/2019;118.34
26/03/2019;118.56;01/02/2019;119.48
26/03/2019;118.56;01/03/2019;120.90
27/03/2019;118.65;01/01/2019;118.39
27/03/2019;118.65;01/02/2019;119.45
27/03/2019;118.65;01/03/2019;120.88
28/03/2019;118.64;01/01/2019;118.45
28/03/2019;118.64;01/02/2019;119.41
28/03/2019;118.64;01/03/2019;120.87
29/03/2019;118.40;01/01/2019;118.50
29/03/2019;118.40;01/02/2019;119.38
29/03/2019;118.40;01/03/2019;120.85
01/04/2019;118.04;01/01/2019;118.55
01/04/2019;118.04;01/02/2019;119.34
01/04/2019;118.04;01/03/2019;120.83
02/04/2019;118.25;01/01/2019;118.60
02/04/2019;118.25;01/02/2019;119.30
02/04/2019;118.25;01/03/2019;120.81
02/04/2019;118.25;01/04/2019;118.43
03/04/2019;118.18;01/01/2019;118.65
03/04/2019;118.18;01/02/2019;119.27
03/04/2019;118.18;01/03/2019;120.80
03/04/2019;118.18;01/04/2019;118.37
04/04/2019;118.03;01/01/2019;118.67
04/04/2019;118.03;01/02/2019;119.24
04/04/2019;118.03;01/03/2019;120.78
04/04/2019;118.03;01/04/2019;118.31
05/04/2019;117.99;01/01/2019;118.69
05/04/2019;117.99;01/02/2019;119.22
05/04/2019;117.99;01/03/2019;120.77
05/04/2019;117.99;01/04/2019;118.28
08/04/2019;117.90;01/01/2019;118.71
08/04/2019;117.90;01/02/2019;119.21
08/04/2019;117.90;01/03/2019;120.76
08/04/2019;117.90;01/04/2019;118.28
09/04/2019;117.95;01/01/2019;118.73
09/04/2019;117.95;01/02/2019;119.20
09/04/2019;117.95;01/03/2019;120.75
09/04/2019;117.95;01/04/2019;118.29
10/04/2019;117.99;01/01/2019;118.77
10/04/2019;117.99;01/02/2019;119.19
10/04/2019;117.99;01/03/2019;120.74
10/04/2019;117.99;01/04/2019;118.32
11/04/2019;117.66;01/01/2019;118.83
11/04/2019;117.66;01/02/2019;119.19
11/04/2019;117.66;01/03/2019;120.74
11/04/2019;117.66;01/04/2019;118.37
12/04/2019;117.58;01/01/2019;118.91
12/04/2019;117.58;01/02/2019;119.18
12/04/2019;117.58;01/03/2019;120.73
12/04/2019;117.58;01/04/2019;118.43
15/04/2019;117.33;01/01/2019;119.00
15/04/2019;117.33;01/02/2019;119.17
15/04/2019;117.33;01/03/2019;120.73
15/04/2019;117.33;01/04/2019;118.49
16/04/2019;117.14;01/01/2019;119.11
16/04/2019;117.14;01/02/2019;119.16
16/04/2019;117.14;01/03/2019;120.73
16/04/2019;117.14;01/04/2019;118.57
17/04/2019;117.19;01/01/2019;119.23
17/04/2019;117.19;01/02/2019;119.15
17/04/2019;117.19;01/03/2019;120.74
17/04/2019;117.19;01/04/2019;118.64
18/04/2019;117.09;01/01/2019;119.33
18/04/2019;117.09;01/02/2019;119.16
18/04/2019;117.09;01/03/2019;120.74
18/04/2019;117.09;01/04/2019;118.72
19/04/2019;117.19;01/01/2019;119.41
19/04/2019;117.19;01/02/2019;119.18
19/04/2019;117.19;01/03/2019;120.74
19/04/2019;117.19;01/04/2019;118.80
22/04/2019;117.08;01/01/2019;119.47
22/04/2019;117.08;01/02/2019;119.20
22/04/2019;117.08;01/03/2019;120.74
22/04/2019;117.08;01/04/2019;118.88
23/04/2019;117.07;01/01/2019;119.50
23/04/2019;117.07;01/02/2019;119.23
23/04/2019;117.07;01/03/2019;120.74
23/04/2019;117.07;01/04/2019;118.96
24/04/2019;117.08;01/01/2019;119.52
24/04/2019;117.08;01/02/2019;119.26
24/04/2019;117.08;01/03/2019;120.76
24/04/2019;117.08;01/04/2019;119.03
25/04/2019;116.93;01/01/2019;119.57
25/04/2019;116.93;01/02/2019;119.30
25/04/2019;116.93;01/03/2019;120.79
25/04/2019;116.93;01/04/2019;119.10
26/04/2019;116.88;01/01/2019;119.63
26/04/2019;116.88;01/02/2019;119.34
26/04/2019;116.88;01/03/2019;120.83
26/04/2019;116.88;01/04/2019;119.17
29/04/2019;116.26;01/01/2019;119.70
29/04/2019;116.26;01/02/2019;119.38
29/04/2019;116.26;01/03/2019;120.87
29/04/2019;116.26;01/04/2019;119.23
30/04/2019;115.87;01/01/2019;119.78
30/04/2019;115.87;01/02/2019;119.41
30/04/2019;115.87;01/03/2019;120.91
30/04/2019;115.87;01/04/2019;119.29
01/05/2019;115.87;01/01/2019;119.85
01/05/2019;115.87;01/02/2019;119.44
01/05/2019;115.87;01/03/2019;120.93
01/05/2019;115.87;01/04/2019;119.35
02/05/2019;116.01;01/01/2019;119.90
02/05/2019;116.01;01/02/2019;119.46
02/05/2019;116.01;01/03/2019;120.96
02/05/2019;116.01;01/04/2019;119.40
02/05/2019;116.01;01/05/2019;115.82
03/05/2019;116.03;01/01/2019;119.94
03/05/2019;116.03;01/02/2019;119.48
03/05/2019;116.03;01/03/2019;120.98
03/05/2019;116.03;01/04/2019;119.44
03/05/2019;116.03;01/05/2019;115.66
06/05/2019;115.91;01/01/2019;119.98
06/05/2019;115.91;01/02/2019;119.49
06/05/2019;115.91;01/03/2019;121.00
06/05/2019;115.91;01/04/2019;119.48
06/05/2019;115.91;01/05/2019;115.65
07/05/2019;115.99;01/01/2019;120.00
07/05/2019;115.99;01/02/2019;119.50
07/05/2019;115.99;01/03/2019;121.03
07/05/2019;115.99;01/04/2019;119.52
07/05/2019;115.99;01/05/2019;115.65
08/05/2019;116.03;01/01/2019;120.02
08/05/2019;116.03;01/02/2019;119.51
08/05/2019;116.03;01/03/2019;121.05
08/05/2019;116.03;01/04/2019;119.56
08/05/2019;116.03;01/05/2019;115.66
09/05/2019;116.25;01/01/2019;120.02
09/05/2019;116.25;01/02/2019;119.52
09/05/2019;116.25;01/03/2019;121.10
09/05/2019;116.25;01/04/2019;119.59
09/05/2019;116.25;01/05/2019;115.68
10/05/2019;116.26;01/01/2019;120.02
10/05/2019;116.26;01/02/2019;119.54
10/05/2019;116.26;01/03/2019;121.13
10/05/2019;116.26;01/04/2019;119.62
10/05/2019;116.26;01/05/2019;115.71
13/05/2019;116.55;01/01/2019;120.03
13/05/2019;116.55;01/02/2019;119.56
13/05/2019;116.55;01/03/2019;121.15
13/05/2019;116.55;01/04/2019;119.65
13/05/2019;116.55;01/05/2019;115.74
14/05/2019;116.67;01/01/2019;120.04
14/05/2019;116.67;01/02/2019;119.60
14/05/2019;116.67;01/03/2019;121.17
14/05/2019;116.67;01/04/2019;119.68
14/05/2019;116.67;01/05/2019;115.78
15/05/2019;116.69;01/01/2019;120.04
15/05/2019;116.69;01/02/2019;119.65
15/05/2019;116.69;01/03/2019;121.20
15/05/2019;116.69;01/04/2019;119.71
15/05/2019;116.69;01/05/2019;115.82
16/05/2019;116.64;01/01/2019;120.04
16/05/2019;116.64;01/02/2019;119.73
16/05/2019;116.64;01/03/2019;121.24
16/05/2019;116.64;01/04/2019;119.74
16/05/2019;116.64;01/05/2019;115.86
17/05/2019;117.05;01/01/2019;120.03
17/05/2019;117.05;01/02/2019;119.83
17/05/2019;117.05;01/03/2019;121.29
17/05/2019;117.05;01/04/2019;119.79
17/05/2019;117.05;01/05/2019;115.91
20/05/2019;117.57;01/01/2019;120.02
20/05/2019;117.57;01/02/2019;119.93
20/05/2019;117.57;01/03/2019;121.33
20/05/2019;117.57;01/04/2019;119.83
20/05/2019;117.57;01/05/2019;115.96
21/05/2019;117.49;01/01/2019;120.00
21/05/2019;117.49;01/02/2019;120.01
21/05/2019;117.49;01/03/2019;121.38
21/05/2019;117.49;01/04/2019;119.88
21/05/2019;117.49;01/05/2019;116.01
22/05/2019;117.36;01/01/2019;119.98
22/05/2019;117.36;01/02/2019;120.08
22/05/2019;117.36;01/03/2019;121.43
22/05/2019;117.36;01/04/2019;119.93
22/05/2019;117.36;01/05/2019;116.05
23/05/2019;117.25;01/01/2019;119.96
23/05/2019;117.25;01/02/2019;120.13
23/05/2019;117.25;01/03/2019;121.47
23/05/2019;117.25;01/04/2019;119.99
23/05/2019;117.25;01/05/2019;116.10
24/05/2019;117.51;01/01/2019;119.95
24/05/2019;117.51;01/02/2019;120.19
24/05/2019;117.51;01/03/2019;121.50
24/05/2019;117.51;01/04/2019;120.05
24/05/2019;117.51;01/05/2019;116.15
27/05/2019;118.21;01/01/2019;119.94
27/05/2019;118.21;01/02/2019;120.25
27/05/2019;118.21;01/03/2019;121.53
27/05/2019;118.21;01/04/2019;120.13
27/05/2019;118.21;01/05/2019;116.19
28/05/2019;118.78;01/01/2019;119.94
28/05/2019;118.78;01/02/2019;120.32
28/05/2019;118.78;01/03/2019;121.55
28/05/2019;118.78;01/04/2019;120.20
28/05/2019;118.78;01/05/2019;116.24
29/05/2019;118.80;01/01/2019;119.95
29/05/2019;118.80;01/02/2019;120.39
29/05/2019;118.80;01/03/2019;121.57
29/05/2019;118.80;01/04/2019;120.29
29/05/2019;118.80;01/05/2019;116.29
30/05/2019;119.14;01/01/2019;119.97
30/05/2019;119.14;01/02/2019;120.48
30/05/2019;119.14;01/03/2019;121.60
30/05/2019;119.14;01/04/2019;120.37
30/05/2019;119.14;01/05/2019;116.33
31/05/2019;118.98;01/01/2019;119.99
31/05/2019;118.98;01/02/2019;120.56
31/05/2019;118.98;01/03/2019;121.61
31/05/2019;118.98;01/04/2019;120.45
31/05/2019;118.98;01/05/2019;116.37
03/06/2019;119.13;01/01/2019;120.01
03/06/2019;119.13;01/02/2019;120.64
03/06/2019;119.13;01/03/2019;121.62
03/06/2019;119.13;01/04/2019;120.53
03/06/2019;119.13;01/05/2019;116.42
03/06/2019;119.13;01/06/2019;118.55
04/06/2019;118.85;01/01/2019;120.04
04/06/2019;118.85;01/02/2019;120.72
04/06/2019;118.85;01/03/2019;121.63
04/06/2019;118.85;01/04/2019;120.60
04/06/2019;118.85;01/05/2019;116.46
04/06/2019;118.85;01/06/2019;118.57
05/06/2019;118.48;01/01/2019;120.06
05/06/2019;118.48;01/02/2019;120.79
05/06/2019;118.48;01/03/2019;121.64
05/06/2019;118.48;01/04/2019;120.67
05/06/2019;118.48;01/05/2019;116.50
05/06/2019;118.48;01/06/2019;118.51
06/06/2019;118.60;01/01/2019;120.08
06/06/2019;118.60;01/02/2019;120.84
06/06/2019;118.60;01/03/2019;121.65
06/06/2019;118.60;01/04/2019;120.75
06/06/2019;118.60;01/05/2019;116.54
06/06/2019;118.60;01/06/2019;118.46
07/06/2019;118.54;01/01/2019;120.08
07/06/2019;118.54;01/02/2019;120.87
07/06/2019;118.54;01/03/2019;121.67
07/06/2019;118.54;01/04/2019;120.82
07/06/2019;118.54;01/05/2019;116.58
07/06/2019;118.54;01/06/2019;118.40
10/06/2019;118.25;01/01/2019;120.08
10/06/2019;118.25;01/02/2019;120.90
10/06/2019;118.25;01/03/2019;121.71
10/06/2019;118.25;01/04/2019;120.88
10/06/2019;118.25;01/05/2019;116.62
10/06/2019;118.25;01/06/2019;118.34
11/06/2019;118.53;01/01/2019;120.07
11/06/2019;118.53;01/02/2019;120.93
11/06/2019;118.53;01/03/2019;121.76
11/06/2019;118.53;01/04/2019;120.94
11/06/2019;118.53;01/05/2019;116.67
11/06/2019;118.53;01/06/2019;118.27
12/06/2019;118.96;01/01/2019;120.06
12/06/2019;118.96;01/02/2019;120.95
12/06/2019;118.96;01/03/2019;121.82
12/06/2019;118.96;01/04/2019;120.99
12/06/2019;118.96;01/05/2019;116.71
12/06/2019;118.96;01/06/2019;118.21
13/06/2019;119.18;01/01/2019;120.09
13/06/2019;119.18;01/02/2019;120.99
13/06/2019;119.18;01/03/2019;121.91
13/06/2019;119.18;01/04/2019;121.03
13/06/2019;119.18;01/05/2019;116.76
13/06/2019;119.18;01/06/2019;118.15
14/06/2019;119.07;01/01/2019;120.14
14/06/2019;119.07;01/02/2019;121.03
14/06/2019;119.07;01/03/2019;122.01
14/06/2019;119.07;01/04/2019;121.07
14/06/2019;119.07;01/05/2019;116.80
14/06/2019;119.07;01/06/2019;118.09
17/06/2019;119.44;01/01/2019;120.21
17/06/2019;119.44;01/02/2019;121.07
17/06/2019;119.44;01/03/2019;122.10
17/06/2019;119.44;01/04/2019;121.12
17/06/2019;119.44;01/05/2019;116.85
17/06/2019;119.44;01/06/2019;118.04
18/06/2019;119.20;01/01/2019;120.28
18/06/2019;119.20;01/02/2019;121.11
18/06/2019;119.20;01/03/2019;122.18
18/06/2019;119.20;01/04/2019;121.17
18/06/2019;119.20;01/05/2019;116.89
18/06/2019;119.20;01/06/2019;117.98
19/06/2019;118.57;01/01/2019;120.36
19/06/2019;118.57;01/02/2019;121.14
19/06/2019;118.57;01/03/2019;122.24
19/06/2019;118.57;01/04/2019;121.22
19/06/2019;118.57;01/05/2019;116.94
19/06/2019;118.57;01/06/2019;117.93
20/06/2019;118.57;01/01/2019;120.43
20/06/2019;118.57;01/02/2019;121.15
20/06/2019;118.57;01/03/2019;122.28
20/06/2019;118.57;01/04/2019;121.26
20/06/2019;118.57;01/05/2019;117.00
20/06/2019;118.57;01/06/2019;117.88
21/06/2019;118.78;01/01/2019;120.49
21/06/2019;118.78;01/02/2019;121.15
21/06/2019;118.78;01/03/2019;122.32
21/06/2019;118.78;01/04/2019;121.30
21/06/2019;118.78;01/05/2019;117.08
21/06/2019;118.78;01/06/2019;117.84
24/06/2019;118.98;01/01/2019;120.55
24/06/2019;118.98;01/02/2019;121.15
24/06/2019;118.98;01/03/2019;122.36
24/06/2019;118.98;01/04/2019;121.33
24/06/2019;118.98;01/05/2019;117.15
24/06/2019;118.98;01/06/2019;117.80
25/06/2019;119.11;01/01/2019;120.60
25/06/2019;119.11;01/02/2019;121.14
25/06/2019;119.11;01/03/2019;122.42
25/06/2019;119.11;01/04/2019;121.36
25/06/2019;119.11;01/05/2019;117.24
25/06/2019;119.11;01/06/2019;117.76
26/06/2019;119.09;01/01/2019;120.64
26/06/2019;119.09;01/02/2019;121.13
26/06/2019;119.09;01/03/2019;122.48
26/06/2019;119.09;01/04/2019;121.39
26/06/2019;119.09;01/05/2019;117.33
26/06/2019;119.09;01/06/2019;117.73
27/06/2019;119.16;01/01/2019;120.68
27/06/2019;119.16;01/02/2019;121.13
27/06/2019;119.16;01/03/2019;122.55
27/06/2019;119.16;01/04/2019;121.42
27/06/2019;119.16;01/05/2019;117.43
27/06/2019;119.16;01/06/2019;117.71
28/06/2019;118.79;01/01/2019;120.70
28/06/2019;118.79;01/02/2019;121.13
28/06/2019;118.79;01/03/2019;122.62
28/06/2019;118.79;01/04/2019;121.45
28/06/2019;118.79;01/05/2019;117.52
28/06/2019;118.79;01/06/2019;117.69
01/07/2019;118.27;01/01/2019;120.72
01/07/2019;118.27;01/02/2019;121.14
01/07/2019;118.27;01/03/2019;122.68
01/07/2019;118.27;01/04/2019;121.48
01/07/2019;118.27;01/05/2019;117.61
01/07/2019;118.27;01/06/2019;117.67
02/07/2019;118.55;01/01/2019;120.73
02/07/2019;118.55;01/02/2019;121.16
02/07/2019;118.55;01/03/2019;122.74
02/07/2019;118.55;01/04/2019;121.52
02/07/2019;118.55;01/05/2019;117.71
02/07/2019;118.55;01/06/2019;117.66
02/07/2019;118.55;01/07/2019;118.43
03/07/2019;118.87;01/01/2019;120.73
03/07/2019;118.87;01/02/2019;121.18
03/07/2019;118.87;01/03/2019;122.80
03/07/2019;118.87;01/04/2019;121.55
03/07/2019;118.87;01/05/2019;117.80
03/07/2019;118.87;01/06/2019;117.66
03/07/2019;118.87;01/07/2019;118.12
04/07/2019;119.12;01/01/2019;120.76
04/07/2019;119.12;01/02/2019;121.21
04/07/2019;119.12;01/03/2019;122.86
04/07/2019;119.12;01/04/2019;121.59
04/07/2019;119.12;01/05/2019;117.91
04/07/2019;119.12;01/06/2019;117.67
04/07/2019;119.12;01/07/2019;118.07
05/07/2019;118.91;01/01/2019;120.81
05/07/2019;118.91;01/02/2019;121.23
05/07/2019;118.91;01/03/2019;122.92
05/07/2019;118.91;01/04/2019;121.63
05/07/2019;118.91;01/05/2019;118.01
05/07/2019;118.91;01/06/2019;117.68
05/07/2019;118.91;01/07/2019;118.01
08/07/2019;119.08;01/01/2019;120.86
08/07/2019;119.08;01/02/2019;121.26
08/07/2019;119.08;01/03/2019;122.98
08/07/2019;119.08;01/04/2019;121.67
08/07/2019;119.08;01/05/2019;118.11
08/07/2019;119.08;01/06/2019;117.69
08/07/2019;119.08;01/07/2019;117.93
09/07/2019;119.08;01/01/2019;120.91
09/07/2019;119.08;01/02/2019;121.28
09/07/2019;119.08;01/03/2019;123.04
09/07/2019;119.08;01/04/2019;121.73
09/07/2019;119.08;01/05/2019;118.20
09/07/2019;119.08;01/06/2019;117.72
09/07/2019;119.08;01/07/2019;117.83
10/07/2019;118.73;01/01/2019;120.95
10/07/2019;118.73;01/02/2019;121.30
10/07/2019;118.73;01/03/2019;123.09
10/07/2019;118.73;01/04/2019;121.79
10/07/2019;118.73;01/05/2019;118.28
10/07/2019;118.73;01/06/2019;117.75
10/07/2019;118.73;01/07/2019;117.73
11/07/2019;118.70;01/01/2019;120.97
11/07/2019;118.70;01/02/2019;121.30
11/07/2019;118.70;01/03/2019;123.14
11/07/2019;118.70;01/04/2019;121.86
11/07/2019;118.70;01/05/2019;118.34
11/07/2019;118.70;01/06/2019;117.78
11/07/2019;118.70;01/07/2019;117.63
12/07/2019;118.68;01/01/2019;120.97
12/07/2019;118.68;01/02/2019;121.31
12/07/2019;118.68;01/03/2019;123.17
12/07/2019;118.68;01/04/2019;121.94
12/07/2019;118.68;01/05/2019;118.40
12/07/2019;118.68;01/06/2019;117.83
12/07/2019;118.68;01/07/2019;117.52
15/07/2019;118.55;01/01/2019;120.97
15/07/2019;118.55;01/02/2019;121.33
15/07/2019;118.55;01/03/2019;123.20
15/07/2019;118.55;01/04/2019;122.04
15/07/2019;118.55;01/05/2019;118.46
15/07/2019;118.55;01/06/2019;117.88
15/07/2019;118.55;01/07/2019;117.41
16/07/2019;118.83;01/01/2019;120.97
16/07/2019;118.83;01/02/2019;121.37
16/07/2019;118.83;01/03/2019;123.22
16/07/2019;118.83;01/04/2019;122.15
16/07/2019;118.83;01/05/2019;118.52
16/07/2019;118.83;01/06/2019;117.93
16/07/2019;118.83;01/07/2019;117.30
17/07/2019;118.91;01/01/2019;120.96
17/07/2019;118.91;01/02/2019;121.42
17/07/2019;118.91;01/03/2019;123.22
17/07/2019;118.91;01/04/2019;122.27
17/07/2019;118.91;01/05/2019;118.58
17/07/2019;118.91;01/06/2019;118.00
17/07/2019;118.91;01/07/2019;117.19
18/07/2019;118.54;01/01/2019;120.94
18/07/2019;118.54;01/02/2019;121.47
18/07/2019;118.54;01/03/2019;123.22
18/07/2019;118.54;01/04/2019;122.36
18/07/2019;118.54;01/05/2019;118.67
18/07/2019;118.54;01/06/2019;118.06
18/07/2019;118.54;01/07/2019;117.09
19/07/2019;118.69;01/01/2019;120.93
19/07/2019;118.69;01/02/2019;121.53
19/07/2019;118.69;01/03/2019;123.22
19/07/2019;118.69;01/04/2019;122.44
19/07/2019;118.69;01/05/2019;118.76
19/07/2019;118.69;01/06/2019;118.14
19/07/2019;118.69;01/07/2019;116.99
22/07/2019;118.47;01/01/2019;120.91
22/07/2019;118.47;01/02/2019;121.60
22/07/2019;118.47;01/03/2019;123.22
22/07/2019;118.47;01/04/2019;122.51
22/07/2019;118.47;01/05/2019;118.85
22/07/2019;118.47;01/06/2019;118.23
22/07/2019;118.47;01/07/2019;116.89
23/07/2019;118.44;01/01/2019;120.91
23/07/2019;118.44;01/02/2019;121.67
23/07/2019;118.44;01/03/2019;123.23
23/07/2019;118.44;01/04/2019;122.58
23/07/2019;118.44;01/05/2019;118.94
23/07/2019;118.44;01/06/2019;118.33
23/07/2019;118.44;01/07/2019;116.80
24/07/2019;118.36;01/01/2019;120.91
24/07/2019;118.36;01/02/2019;121.74
24/07/2019;118.36;01/03/2019;123.24
24/07/2019;118.36;01/04/2019;122.65
24/07/2019;118.36;01/05/2019;119.02
24/07/2019;118.36;01/06/2019;118.43
24/07/2019;118.36;01/07/2019;116.72
25/07/2019;118.31;01/01/2019;120.91
25/07/2019;118.31;01/02/2019;121.81
25/07/2019;118.31;01/03/2019;123.23
25/07/2019;118.31;01/04/2019;122.75
25/07/2019;118.31;01/05/2019;119.10
25/07/2019;118.31;01/06/2019;118.54
25/07/2019;118.31;01/07/2019;116.65
26/07/2019;118.37;01/01/2019;120.90
26/07/2019;118.37;01/02/2019;121.87
26/07/2019;118.37;01/03/2019;123.23
26/07/2019;118.37;01/04/2019;122.86
26/07/2019;118.37;01/05/2019;119.18
26/07/2019;118.37;01/06/2019;118.65
26/07/2019;118.37;01/07/2019;116.59
29/07/2019;118.46;01/01/2019;120.88
29/07/2019;118.46;01/02/2019;121.92
29/07/2019;118.46;01/03/2019;123.22
29/07/2019;118.46;01/04/2019;122.97
29/07/2019;118.46;01/05/2019;119.26
29/07/2019;118.46;01/06/2019;118.76
29/07/2019;118.46;01/07/2019;116.54
30/07/2019;118.42;01/01/2019;120.86
30/07/2019;118.42;01/02/2019;121.96
30/07/2019;118.42;01/03/2019;123.21
30/07/2019;118.42;01/04/2019;123.07
30/07/2019;118.42;01/05/2019;119.34
30/07/2019;118.42;01/06/2019;118.88
30/07/2019;118.42;01/07/2019;116.50
31/07/2019;118.30;01/01/2019;120.83
31/07/2019;118.30;01/02/2019;122.00
31/07/2019;118.30;01/03/2019;123.21
31/07/2019;118.30;01/04/2019;123.17
31/07/2019;118.30;01/05/2019;119.43
31/07/2019;118.30;01/06/2019;118.99
31/07/2019;118.30;01/07/2019;116.47
01/08/2019;118.05;01/01/2019;120.79
01/08/2019;118.05;01/02/2019;122.02
01/08/2019;118.05;01/03/2019;123.22
01/08/2019;118.05;01/04/2019;123.24
01/08/2019;118.05;01/05/2019;119.49
01/08/2019;118.05;01/06/2019;119.12
01/08/2019;118.05;01/07/2019;116.45
02/08/2019;118.27;01/01/2019;120.74
02/08/2019;118.27;01/02/2019;122.03
02/08/2019;118.27;01/03/2019;123.23
02/08/2019;118.27;01/04/2019;123.31
02/08/2019;118.27;01/05/2019;119.55
02/08/2019;118.27;01/06/2019;119.24
02/08/2019;118.27;01/07/2019;116.44
02/08/2019;118.27;01/08/2019;118.28
05/08/2019;118.64;01/01/2019;120.70
05/08/2019;118.64;01/02/2019;122.05
05/08/2019;118.64;01/03/2019;123.25
05/08/2019;118.64;01/04/2019;123.39
05/08/2019;118.64;01/05/2019;119.61
05/08/2019;118.64;01/06/2019;119.36
05/08/2019;118.64;01/07/2019;116.45
05/08/2019;118.64;01/08/2019;118.27
06/08/2019;118.74;01/01/2019;120.67
06/08/2019;118.74;01/02/2019;122.07
06/08/2019;118.74;01/03/2019;123.27
06/08/2019;118.74;01/04/2019;123.46
06/08/2019;118.74;01/05/2019;119.66
06/08/2019;118.74;01/06/2019;119.49
06/08/2019;118.74;01/07/2019;116.46
06/08/2019;118.74;01/08/2019;118.25
